,Unnamed: 0,Word,Meaning
623,961,accension,The act of kindling or the state of being kindled
624,962,accensor,One of the functionaries who light and trim the tapers.
625,963,accent,"A superior force of voice or of articulative effort upon some particular syllable of a word or a phrase, distinguishing it from the others."
626,976,accented,of Accent
627,977,accenting,of Accent
628,980,accentless,Without accent.
629,981,accentor,One who sings the leading part
630,983,accentuable,Capable of being accented.
631,984,accentual,Of or pertaining to accent
632,985,accentuality,The quality of being accentual.
633,986,accentually,In an accentual manner
634,987,accentuated,of Accentuate
635,988,accentuating,of Accentuate
636,989,accentuate,To pronounce with an accent or with accents.
637,992,accentuation,Act of accentuating
638,994,accepted,of Accept
639,995,accepting,of Accept
640,996,accept,To receive with a consenting mind (something offered)
641,1003,acceptability,The quality of being acceptable
642,1004,acceptable,"Capable, worthy, or sure of being accepted or received with pleasure"
643,1005,acceptableness,"The quality of being acceptable, or suitable to be favorably received"
644,1006,acceptably,In an acceptable manner
645,1007,acceptance,The act of accepting
646,1014,acceptancy,Acceptance.
647,1015,acceptant,Accepting
648,1017,acceptation,Acceptance
649,1019,acceptedly,In a accepted manner
650,1020,accepter,A person who accepts
651,1023,acceptilation,Gratuitous discharge
652,1024,acception,Acceptation
653,1025,acceptive,Fit for acceptance.
654,1027,acceptor,One who accepts
655,1029,access,"A coming to, or near approach"
656,1035,accessarily,In the manner of an accessary.
657,1036,accessariness,The state of being accessary.
658,1037,accessary,"Accompanying, as a subordinate"
659,1038,accessaries,of Accessary
660,1040,accessibility,"The quality of being accessible, or of admitting approach"
661,1041,accessible,Easy of access or approach
662,1044,accessibly,In an accessible manner.
663,1045,accession,A coming to
664,1051,accessional,Pertaining to accession
665,1052,accessive,Additional.
666,1053,accessorial,Of or pertaining to an accessory
667,1054,accessorily,In the manner of an accessory
668,1055,accessoriness,"The state of being accessory, or connected subordinately."
669,1056,accessory,Accompanying as a subordinate
670,1057,accessories,of Accessory
671,1061,acciaccatura,"A short grace note, one semitone below the note to which it is prefixed"
672,1062,accidence,"The accidents, of inflections of words"
673,1064,accident,"Literally, a befalling"
674,1071,accidental,"Happening by chance, or unexpectedly"
675,1076,accidentalism,Accidental character or effect.
676,1077,accidentality,The quality of being accidental
677,1078,accidentally,In an accidental manner
678,1079,accidentalness,The quality of being accidental
679,1080,accidie,Sloth
680,1081,accipenser,See Acipenser.
681,1082,accipient,A receiver.
682,1083,accipiters,of Accipiter
683,1084,accipitres,of Accipiter
684,1085,accipiter,A genus of rapacious birds
685,1087,accipitral,"Pertaining to, or of the nature of, a falcon or hawk"
686,1089,accipitrine,Like or belonging to the Accipitres
687,1090,accismus,Affected refusal
688,1091,accite,To cite
689,1092,acclaim,To applaud.
690,1097,acclaimer,One who acclaims.
691,1098,acclamation,"A shout of approbation, favor, or assent"
692,1100,acclamatory,"Pertaining to, or expressing approval by, acclamation."
693,1101,acclimatable,Capable of being acclimated.
694,1102,acclimatation,Acclimatization.
695,1103,acclimated,of Acclimate
696,1104,acclimating,of Acclimate
697,1105,acclimate,To habituate to a climate not native
698,1106,acclimatement,Acclimation.
699,1107,acclimation,"The process of becoming, or the state of being, acclimated, or habituated to a new climate"
700,1108,acclimatizable,Capable of being acclimatized.
701,1109,acclimatization,The act of acclimatizing
702,1110,acclimatized,of Acclimatize
703,1111,acclimatizing,of Acclimatize
704,1112,acclimatize,To inure or habituate to a climate different from that which is natural
705,1113,acclimature,"The act of acclimating, or the state of being acclimated."
706,1114,acclive,Acclivous.
707,1115,acclivitous,Acclivous.
708,1116,acclivities,of Acclivity
709,1117,acclivity,"A slope or inclination of the earth, as the side of a hill, considered as ascending, in opposition to declivity, or descending"
710,1118,acclivous,Sloping upward
711,1119,accloy,To fill to satiety
712,1120,accoast,To lie or sail along the coast or side of
713,1121,accoil,To gather together
714,1123,accolade,"A ceremony formerly used in conferring knighthood, consisting am embrace, and a slight blow on the shoulders with the flat blade of a sword."
715,1125,accombination,A combining together.
716,1126,accommodable,"That may be accommodated, fitted, or made to agree."
717,1127,accommodableness,The quality or condition of being accommodable.
718,1128,accommodated,of Accommodate
719,1129,accommodating,of Accommodate
720,1130,accommodate,"To render fit, suitable, or correspondent"
721,1136,accommodately,Suitably
722,1137,accommodateness,Fitness.
723,1139,accommodation,"The act of fitting or adapting, or the state of being fitted or adapted"
724,1146,accommodator,"He who, or that which, accommodates."
725,1147,accompanable,Sociable.
726,1148,accompanier,"He who, or that which, accompanies."
727,1149,accompaniment,That which accompanies
728,1151,accompanist,The performer in music who takes the accompanying part.
729,1152,accompanied,of Accompany
730,1153,accompanying,of Accompany
731,1154,accompany,To go with or attend as a companion or associate
732,1159,accompletive,Tending to accomplish.
733,1160,accomplice,A cooperator.
734,1162,accompliceship,The state of being an accomplice.
735,1163,accomplicity,The act or state of being an accomplice.
736,1164,accomplished,of Accomplish
737,1165,accomplishing,of Accomplish
738,1166,accomplish,"To complete, as time or distance."
739,1170,accomplishable,Capable of being accomplished
740,1173,accomplisher,One who accomplishes.
741,1174,accomplishment,The act of accomplishing
742,1176,accompt,See Account.
743,1177,accomptable,See Accountable.
744,1178,accomptant,See Accountant.
745,1179,accord,"Agreement or concurrence of opinion, will, or action"
746,1184,accorded,of Accord
747,1185,according,of Accord
748,1191,accordable,Agreeing.
749,1193,accordance,Agreement
750,1194,accordancy,Accordance.
751,1195,accordant,Agreeing
752,1196,accordantly,In accordance or agreement
753,1197,accorder,"One who accords, assents, or concedes."
754,1200,accordingly,Agreeably
755,1202,accordion,"A small, portable, keyed wind instrument, whose tones are generated by play of the wind upon free metallic reeds."
756,1203,accordionist,A player on the accordion.
757,1204,accordment,Agreement
758,1205,accorporate,To unite
759,1206,accosted,of Accost
760,1207,accosting,of Accost
761,1208,accost,To join side to side
762,1213,accostable,Approachable
763,1215,accouchement,Delivery in childbed
764,1216,accoucheur,A man who assists women in childbirth
765,1217,accoucheuse,A midwife.
766,1218,account,A reckoning
767,1225,accounted,of Account
768,1226,accounting,of Account
769,1234,accountability,The state of being accountable
770,1235,accountable,Liable to be called on to render an account
771,1237,accountable ness,The quality or state of being accountable
772,1238,accountably,In an accountable manner.
773,1239,accountancy,The art or employment of an accountant.
774,1240,accountant,One who renders account
775,1244,accountantship,The office or employment of an accountant.
776,1245,account book,A book in which accounts are kept.
777,1246,accouple,To join
778,1247,accouplement,"The act of coupling, or the state of being coupled"
779,1249,accourage,To encourage.
780,1250,accourt,To treat courteously
781,1251,accoutered,of Accoutre
782,1252,accoutred,of Accoutre
783,1253,accoutering,of Accoutre
784,1254,accoutring,of Accoutre
785,1255,accouter,Alt. of Accoutre
786,1256,accoutre,"To furnish with dress, or equipments, esp. those for military service"
787,1257,accouterments,Alt. of Accoutrements
788,1258,accoutrements,Dress
789,1259,accoy,To render quiet
790,1261,accredited,of Accredit
791,1262,accrediting,of Accredit
792,1263,accredit,To put or bring into credit
793,1267,accreditation,The act of accrediting
794,1268,accrementitial,Pertaining to accremention.
795,1269,accrementition,"The process of generation by development of blastema, or fission of cells, in which the new formation is in all respect like the individual from which it proceeds."
796,1270,accresce,To accrue.
797,1272,accrescence,Continuous growth
798,1273,accrescent,Growing
799,1275,accrete,To grow together.
800,1280,accretion,The act of increasing by natural growth
801,1286,accretive,Relating to accretion
802,1287,accriminate,To accuse of a crime.
803,1288,accroach,"To hook, or draw to one's self as with a hook."
804,1290,accroachment,An encroachment
805,1291,accrual,Accrument.
806,1292,accrued,of Accrue
807,1293,accruing,of Accrue
808,1294,accrue,To increase
809,1297,accruer,The act of accruing
810,1298,accrument,"The process of accruing, or that which has accrued"
811,1299,accubation,"The act or posture of reclining on a couch, as practiced by the ancients at meals."
812,1300,accumb,"To recline, as at table."
813,1301,accumbency,The state of being accumbent or reclining.
814,1302,accumbent,"Leaning or reclining, as the ancients did at their meals."
815,1305,accumber,To encumber.
816,1306,accumulated,of Accumulate
817,1307,accumulating,of Accumulate
818,1308,accumulate,To heap up in a mass
819,1311,accumulation,"The act of accumulating, the state of being accumulated, or that which is accumulated"
820,1313,accumulative,Characterized by accumulation
821,1314,accumulator,"One who, or that which, accumulates, collects, or amasses."
822,1317,accuracy,The state of being accurate
823,1318,accurate,"In exact or careful conformity to truth, or to some standard of requirement, the result of care or pains"
824,1320,accurately,In an accurate manner
825,1321,accurateness,The state or quality of being accurate
826,1322,accurse,To devote to destruction
827,1323,accursed,Alt. of Accurst
828,1324,accurst,Doomed to destruction or misery
829,1325,accusable,Liable to be accused or censured
830,1326,accusal,Accusation.
831,1327,accusant,An accuser.
832,1328,accusation,The act of accusing or charging with a crime or with a lighter offense.
833,1330,accusatival,Pertaining to the accusative case.
834,1331,accusative,Producing accusations
835,1334,accusatively,In an accusative manner.
836,1336,accusatorial,Accusatory.
837,1337,accusatorially,By way accusation.
838,1338,accusatory,"Pertaining to, or containing, an accusation"
839,1339,accuse,Accusation.
840,1340,accused,of Accuse
841,1341,accusing,of Accuse
842,1347,accusement,Accusation.
843,1348,accuser,One who accuses
844,1349,accusingly,In an accusing manner.
845,1350,accustomed,of Accustom
846,1351,accustoming,of Accustom
847,1352,accustom,To make familiar by use
848,1356,accustomable,Habitual
849,1357,accustomably,According to custom
850,1358,accustomance,Custom
851,1359,accustomarily,Customarily.
852,1360,accustomary,Usual
853,1363,accustomedness,Habituation.
854,1364,aces,of Ace
855,1365,ace,A unit
856,1367,aceldama,"The potter's field, said to have lain south of Jerusalem, purchased with the bribe which Judas took for betraying his Master, and therefore called the field of blood. Fig.: A field of bloodshed."
857,1368,acentric,Not centered
858,1369,acephal,One of the Acephala.
859,1370,acephala,"That division of the Mollusca which includes the bivalve shells, like the clams and oysters"
860,1371,acephalan,Same as Acephal.
861,1373,acephali,A fabulous people reported by ancient writers to have heads.
862,1377,acephalist,One who acknowledges no head or superior.
863,1378,acephalocyst,"A larval entozoon in the form of a subglobular or oval vesicle, or hydatid, filled with fluid, sometimes found in the tissues of man and the lower animals"
864,1379,acephalocystic,"Pertaining to, or resembling, the acephalocysts."
865,1380,acephalous,Headless.
866,1386,acerate,A combination of aceric acid with a salifiable base.
